data
;Price;Manufacturer;String Type;Number of Strings;Body Shape;Left-/Right-handed;Color;Finish;Top Wood;Back & Sides Wood;Body Bracing;Neck Wood;Neck Shape;Fingerboard Material;Number of Frets;Scale Length;Tuning Machines;Bridge Material;Nut/Saddle Material;Nut Width;Strings;Case Included;Body Depth;Body Style;Binding;Radius;Fingerboard Inlay;Overall Length;Body Length;Body Width;Electronics;Size;Top Material;Back & Sides Material;Neck Material;Tuners;Nut Material;Body Type;Body Material;Body Finish;Bridge/Tailpiece;Controls;Case/Gig Bag;Binding Material;Saddle Material;Upper Bout Width;Lower Bout Width;Waist Width;Accessories;Neck Joint;Middle Pickup;Bridge Pickup;Switching
68;549.99;Traveler Guitar;Nylon;6;Escape;Right-handed;Natural;Gloss;Cedar;Alder;;Maple;;Black Walnut;21, Medium;"25.5""";Open-gear, 18:1 gear ratio;;;"1.94""";D'Addario EJ-45;Gig Bag;"2.13""";;Rosetone ABS;Flat;;"29.5""";;"10.75""";Active electronics with volume, 2-band EQ, phase switch;;;;;;;;;;;;;;;;;;;;;;
69;569.99;Yamaha;Nylon;6;NX Classical;Right-handed;Natural;Satin;Solid Sitka Spruce;Flamed Maple;NX Bracing;Nato;Modern;Walnut;19;"25.5""";Chrome with Matte Black Shafts;Ebony/Walnut;Urea/Urea;"2.0625""";Yamaha S10 Mediums;;;;Black/White;Flat;;;;;Atmosfeel Pickup/Preamp;;;;;;;;;;;;;;;;;;;;;;
70;589.00;Cordoba;Nylon;6;Classical;Right-handed;Natural;Gloss Polyurethane;Solid Western Red Cedar;Rosewood;Fan;Mahogany;C Shape;Rosewood;19;"25.5""";Cordoba Gold;Rosewood;Bone/Bone;"2""";Savarez Cristal Corum High Tension 500CJ;;"4"" lower, 3.75"" upper";;Rosewood;;;"38.75""";"19.25""";"14.6"" lower bout, 11.5"" upper bout";;;;;;;;;;;;;;;;;;;;;;;
71;589.00;Cordoba;Nylon;6;Flamenco;Right-handed;Natural;Gloss Polyurethane;Solid Western Red Cedar;Rosewood;Fan;Mahogany;C;Rosewood;19;"25.5""";Cordoba Gold;Rosewood;Bone/Bone;"2""";Savarez Cristal Corum High Tension 500CJ;;"3.5"" lower, 3.3"" upper";;Maple;;;"38.75""";"19.25""";"14.5"" lower bout, 11.25"" upper bout";;;;;;;;;;;;;;;;;;;;;;;
72;589.00;Cordoba;Nylon;6;Classical;Right-handed;Natural;Gloss Polyurethane;Solid European Spruce;Layered Rosewood;Fan;Mahogany;;Rosewood;19;"25.5""";Cordoba Gold, Black buttons;Rosewood;Bone/Bone;"2.04""";Savarez Cristal Corum High Tension;;;;Rosewood;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;589.00;Cordoba;Nylon;6;Flamenco;Right-handed;Natural;Gloss Polyurethane;Solid European Spruce;Cypress;Fan;Mahogany;C Shape;Pau Ferro;19;"25.5""";Cordoba Gold;Pau Ferro;Bone/Bone;"2""";Savarez Cristal Corum High Tension 500CJ;;"3.5"" lower, 3.3"" upper";;Pau Ferro;;;"38.75""";"19.25""";"14.5"" lower bout, 11.25"" upper bout";;;;;;;;;;;;;;;;;;;;;;;
74;599.00;Taylor;Nylon;6;Academy Grand Concert;Right-handed;Natural;Varnish;Solid Lutz Spruce;Layered Sapele;Academy bracing;Sapele;;West African Ebony;17;"25.5""";Classical Nickel;Ebony;Nubone/Micarta;"1.875""";Pro Arte Carbon Hard Tension;Gig Bag;;;;"20""";Italian Acrylic Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
75;629.00;Cordoba;Nylon;6;Fusion 12;Right-handed;Natural;Gloss Polyurethane;Solid Western Red Cedar;Layered Mahogany;Fan;Mahogany;Crossover C;Pau Ferro;19;"25.5""";Cordoba Silver, Black buttons;Pau Ferro;Bone/Bone;"1.875""";Savarez Corum Alliance High Tension;;;;Pau Ferro;"16""";;;;;Fishman Presys;;;;;;;;;;;;;;;;;;;;;;
76;699.00;Cordoba;Nylon;6;Flamenco;Left-handed;Natural;Gloss Polyurethane;Solid European Spruce;Cypress;Fan;Mahogany;C Shape;Rosewood;19;"25.5""";Cordoba Gold;Rosewood;Bone/Bone;"2""";Savarez Cristal Corum High Tension 500CJ;;"3.5"" lower, 3.3"" upper";;Rosewood;Flat;;"38.75""";"19.25""";"14.5"" lower bout, 11.25"" upper bout";Fishman Presys Blend;;;;;;;;;;;;;;;;;;;;;;
77;729.99;Yamaha;Nylon;6;Classical;Right-handed;Natural;Gloss;Engleman Spruce;Ovangkol;;Nato;Classical;Rosewood;19;"25.5""";Gold;Rosewood;Urea/Urea;"2""";Yamaha S10;;;;;Flat;;;;;System 70 TransAcoustic with SRT Piezo pickup;;;;;;;;;;;;;;;;;;;;;;
78;729.99;Yamaha;Nylon;6;;Right-handed;;Gloss;1-pc mahogany body and neck;Maple and rosewood;;Mahogany;;Rosewood;19;"25.5""";RM1188NB-7B;Rosewood;;;;Gig Bag;;Single cutaway;;;None;;;;SRT Powered System;;;;;;;;;;;;;;;;;;;;;;
79;729.99;Yamaha;Nylon;6;;Right-handed;;Gloss;1-pc Mahogany body and neck;Maple and rosewood;;Mahogany;;Rosewood;19;"25.5""";RM1188NB-7B;Rosewood;;;;Gig Bag;;Single cutaway;;;None;;;;SRT Powered System;;;;;;;;;;;;;;;;;;;;;;
80;729.99;Yamaha;Nylon;6;Classical Collapsible Travel;Right-handed;Crimson Red Burst;Gloss;Mahogany;Rosewood/Maple;;Mahogany;;Rosewood;19;"25.5""";Open Gear;Rosewood;Urea/Urea;"1.9""";Yamaha Medium Tension;Gig Bag;;;;Flat;;;;;SRT System;;;;;;;;;;;;;;;;;;;;;;
81;729.99;Yamaha;Nylon;6;;Right-handed;;Satin;1-pc mahogany body and neck;Maple and rosewood;;Mahogany;;Rosewood;19;"25.5""";RM1188NB-7B;Rosewood;;;;Gig Bag;;;;;None;;;;SRT Powered System;;;;;;;;;;;;;;;;;;;;;;
82;739.00;Cordoba;Nylon;6;Classical;Right-handed;Natural;Gloss Polyurethane;Solid Western Red Cedar;Rosewood;Fan;Mahogany;C;Rosewood;19;"25.5""";Cordoba Gold;Rosewood;Bone/Bone;"2""";Savarez Cristal Corum High Tension 500CJ;;"4"" lower, 3.75"" upper";;Rosewood;;;"38.75""";"19.25""";"14.6"" lower bout, 11.5"" upper bout";Fishman Presys Blend;;;;;;;;;;;;;;;;;;;;;;
83;749.00;Taylor;Nylon;6;Academy Grand Concert;Right-handed;Natural;Varnish;Solid Lutz Spruce;Layered Sapele;Academy bracing;Sapele;;Ebony;17;"25.5""";Classical Nickel;Ebony;Nubone/Micarta;"1.875""";Pro Arte Carbon Hard Tension;Gig Bag;;;;"20""";Dots;;;;ES-B preamp system with built-in tuner;;;;;;;;;;;;;;;;;;;;;;
84;749.00;Cordoba;Nylon;6;Flamenco;Right-handed;Natural;Gloss Polyurethane;Solid European Spruce;Rosewood;Fan;Mahogany;C;Rosewood;19;"25.5""";Cordoba Gold;Rosewood;Bone/Bone;"2""";Savarez Cristal Corum High Tension 500CJ;;"3.5"" lower, 3.3"" upper";;Maple;;;"38.75""";"19.25""";"14.25"" lower bout, 11.25"" upper bout";Fishman Presys Blend;;;;;;;;;;;;;;;;;;;;;;
85;749.00;Cordoba;Nylon;6;Flamenco;Right-handed;Natural;Gloss Polyurethane;Solid European Spruce;Cypress;Fan;Mahogany;C;Rosewood;19;"25.5""";Cordoba Gold;Rosewood;Bone/Bone;"2""";Savarez Cristal Corum High Tension 500CJ;;"3.5"" lower, 3.3"" upper";;Rosewood;;;"38.75""";"19.25""";"14.25"" lower bout, 11.25"" upper bout";Fishman Presys. Blend;;;;;;;;;;;;;;;;;;;;;;
86;749.00;Cordoba;Nylon;6;Spanish Flamenco;Left-handed;Natural;Gloss Polyurethane;Solid European Spruce;Layered Rosewood;Fan;Mahogany;C;Rosewood;19;"25.5""";Cordoba Gold/Black with Black buttons;Rosewood;Bone/Bone;"2""";Savarez Cristal Corum High Tension;;;;;;;;;;Fishman Presys Blend;;;;;;;;;;;;;;;;;;;;;;
87;789.99;Yamaha;Nylon;6;Collapsible Travel Classical;Right-handed;Natural;Gloss;;Mahogany body with Rosewood/Maple frame;;Mahogany;;Ebony;19;"25.5""";Yamaha Gold;;Urea/Urea;"2.04""";Yamaha S10 Medium Nylon;Gig bag;"3.43""";;;Flat;;"38.18""";;"14""";"SRT preamp, mic/pickup blend, 1/8"" aux in, 1/8"" headphones, 1/4"" out, 2 x AA batteries/AC adapter powered";;;;;;;;;;;;;;;;;;;;;;
88;799.00;Breedlove;Nylon;6;Concert;Right-handed;Natural;Gloss;Solid Western Red Cedar;Myrtlewood;Fan;African Mahogany;Slim C;Ovangkol;20;"25.5""";Black Nylon Open Gear;Ovangkol;TUSQ/TUSQ;"1.89""";D'Addario, Extra Hard Tension Nylon;;;;Tortoise;"16""";Offset Dots;;;;Fishman Presys I;;;;;;;;;;;;;;;;;;;;;;
89;849.00;Cordoba;Nylon;6;Flamenco;Right-handed;Natural;Gloss Polyurethane;Solid European Spruce;Ziricote;Fan;Mahogany;C;Rosewood;19;"25.5""";Cordoba Gold;Rosewood;Bone/Bone;"2""";Savarez Cristal Corum High Tension 500CJ;;"3.5"" lower, 3.3"" upper";;Maple;;;"38.75""";"19.25""";"14.5"" lower bout, 11.25"" upper bout";Fishman Presys Blend;;;;;;;;;;;;;;;;;;;;;;
90;889.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;Natural;Gloss Polyurethane;Solid European Spruce;Flamed Maple;Fan;Mahogany;C;Ebony;19;"25.5""";Cordoba Silver;Pau Ferro;Bone/Bone;"1.875""";Savarez Cristal Alliance High Tension 500AJ;;"4"" lower, 3.75"" upper";;Pau Ferro;"16""";;"38.5""";"19""";"14.5"" lower bout, 11"" upper bout";Fishman Presys Blend;;;;;;;;;;;;;;;;;;;;;;
91;889.00;Cordoba;Nylon;6;Fusion 12;Right-handed;Natural;Gloss Polyurethane;Solid European Spruce;Flamed Maple;Fan;Mahogany;C;Ebony;19;"25.5""";Cordoba Silver;Pau Ferro;Bone/Bone;"1.875""";Savarez Corum Alliance High Tension 500AJ;;"4"" lower, 3.75"" upper";;Pau Ferro;"16""";;"38.5""";"19""";"14.5"" lower bout, 11"" upper bout";Fishman Presys Blend;;;;;;;;;;;;;;;;;;;;;;
92;899.00;Cordoba;Nylon;6;Fusion 12;Right-handed;Natural;Gloss Polyurethane;Solid Western Red Cedar;Rosewood;Fan;Mahogany;C;Ebony;19;"25.5""";Cordoba Silver;Rosewood;Bone/Bone;"1.875""";Savarez Cristal Alliance High Tension 500AJ;;"4"" lower, 3.75"" upper";;Mahogany;"16""";;"38.5""";"19""";"14.5"" lower bout, 11"" upper bout";Fishman Presys Blend;;;;;;;;;;;;;;;;;;;;;;
93;899.99;Yamaha;Nylon;6;Classical;Right-handed;Natural;Polyester Gloss;Solid American Cedar;Solid Mahogany;;African Mahogany;;Ebony;18;"25.6""";YTM-81;Rosewood;Urea/Urea;"2.04""";;Softshell Case;"3.7""-3.9""";;Rosewood;Flat;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;899.99;Yamaha;Nylon;6;Classical;Right-handed;Natural;Polyester Gloss;Solid Spruce;Solid Mahogany;;African Mahogany;;Ebony;18;"25.6""";YTM-81;Rosewood;Urea Nut;"2.04""";;Softshell Case;"3.7""-3.9""";;Rosewood;Flat;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;969.00;Cordoba;Nylon;6;Classical;Right-handed;;Gloss Polyurethane;Solid Canadian Cedar;Solid Mahogany;Fan Bracing;African Mahogany;;Rosewood;19;"25.6""";Cordoba Premium Gold tuners;Indian Rosewood;Bone;"2.04""";Savarez Cristal Corum High Tension 500CJ;Polyfoam Softshell Case;"3.7""-3.9""";No Cutaway;Indian Rosewood;;Mother of Pearl Side Position Markers;"39""";;"14.75""";;;;;;;;;;;;;;;;;;;;;;;
96;969.00;Cordoba;Nylon;6;Orchestra;Right-handed;;High Gloss;Solid Canadian Cedar;Solid Mahogany;Spanish Fan;Mahogany;C;Rosewood;19;"25.59""";Cordoba Premium Silver tuners;Indian Rosewood;Bone;"1.875""";Savarez Cristal Corum High Tension 500CJ;Polyfoam Softshell Case;"3.8""";No Cutaway;Indian Rosewood;"16""";Mother of Pearl Dots;"39""";;"14.6""";;;;;;;;;;;;;;;;;;;;;;;
97;969.00;Cordoba;Nylon;6;Parlor Classical;Right-handed;;Gloss Polyurethane;Solid Canadian Cedar;Solid Mahogany;Fan Bracing;Mahogany;Traditional;;19;"24.8""";Cordoba Premium Gold tuners;Ebony;Bone;"1.96""";Savarez Cristal Corum High Tension 500CJ;Polyfoam Softshell Case;"3.6"" - 3.7""";No Cutaway;Indian Rosewood;;Mother of Pearl Side Position Markers;"38""";;"10.6""";;;;;;;;;;;;;;;;;;;;;;;
98;999.00;Ovation;Nylon;6;Mid-Depth Cutaway;Right-handed;Natural;;AA Solid Cedar;Lyrachord;X Scalloped;5-Piece Mahogany/Maple;;Ebony;;"26.2""";Gold with Soft-Touch Buttons;Walnut with Black Stain;;;;;;Single Cutaway;;;;;;;OP-Pro Preamp with Built-in Tuner;;;;;;;;;;;;;;;;;;;;;;
99;999.99;Journey Instruments;Nylon;6;Classical, Travel;Right-handed;Natural;Gloss;Solid Cedar;Pau Ferro;Torres;Carbon Fiber;Spanish;Ebony;17;"25.59""";Grover Precision mini, 18:1;Ebony;Bone/Bone;"2.04""";Savarez 520B Low Tension;Travel Backpack Bag;;;Curly Acacia;;;;;;JournneyTek Under-bridge Passive 3-piezo Pickup System;;;;;;;;;;;;;;;;;;;;;;
100;1,049.99;Yamaha;Nylon;6;NTX Classical;Right-handed;Natural;Gloss;Sitka Spruce;Walnut;NX Bracing;African Mahogany;Modern;Ebony;22;"25.5""";Gold with Matte Black Shafts;Ebony/Walnut;Urea/Urea;"1.875""";Yamaha S10 Mediums;Softshell Case;;;Mahogany/Black/White;"23.625""";;;;;Atmosfeel Pickup/Preamp;;;;;;;;;;;;;;;;;;;;;;
101;1,049.99;Yamaha;Nylon;6;NX Classical;Right-handed;Natural;Gloss;Solid Western Red Cedar;Solid Walnut;NX Bracing;African Mahogany;Modern;Ebony;19;"25.5""";Gold with Matte Black Shafts;Ebony/Walnut;Urea/Urea;"2.06""";Yamaha S10 Mediums;Softshell Case;;;Mahogany/Black/White;Flat;;;;;Atmosfeel Pickup/Preamp;;;;;;;;;;;;;;;;;;;;;;
102;1,049.99;Yamaha;Nylon;6;Yamaha CG;Right-handed;Natural;Satin;Sitka Spruce;Walnut;;African Mahogany;;Ebony;19;"25.5""";Gold with Matte Black Shaft;Ebony/Walnut;Urea/Urea;"2.0""";Yamaha S10 Mediums;Gig Bag;;;Black/White;Flat;;;;;Atmosfeel Electronics;;;;;;;;;;;;;;;;;;;;;;
103;1,129.99;Yamaha;Nylon;6;Classical;Right-handed;Natural;Polyester Gloss;Solid American Cedar;Solid Rosewood;;African Mahogany;;Ebony;18;"25.6""";YTM-81;Rosewood;Urea/Urea;"2.04""";;Softshell Case;"3.7""-3.9""";;Rosewood;Flat;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;1,129.99;Yamaha;Nylon;6;Classical;Right-handed;Natural;Polyester Gloss;Solid Spruce;Solid Rosewood;;African Mahogany;;Ebony;18;"25.6""";YTM-81;Rosewood;Urea/Urea;"2.04""";;Softshell Case;"3.7""-3.9""";;Rosewood;Flat;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;1,259.00;Godin;Nylon;6;Grand Concert;Right-handed;;Semi-gloss;Solid Cedar;Silver Leaf Maple;;Mahogany;;Rosewood;22;"25.5""";;;Tusq nut;"1.875""";;Gig Bag;;Single Cutaway;;;Dots;;;;Blendable Dual Source System;;;;;;;;;;;;;;;;;;;;;;
106;1,299.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;;Gloss Polyurethane;Solid Canadian Cedar;Solid Indian Rosewood;Fan Bracing;African Mahogany;;Ebony;19;"25.6""";Cordoba Premium Gold Tuning Machines;Indian Rosewood;Bone;"2.04""";Savarez Cristal Corum High Tension 500CJ;Polyfoam Softshell Case;"3.7""-3.9""";No Cutaway;Indian Rosewood;;Mother of Pearl Side Position Markers;"39""";;"14.75""";;;;;;;;;;;;;;;;;;;;;;;
107;1,299.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;Natural;High Gloss;Solid European Spruce;Solid Indian Rosewood;Fan Bracing;Mahogany;Fusion;Ebony;19;"25.59""";Cordoba Silver Tuning Machines;Indian Rosewood;Bone;"1.875""";Savarez Cristal Corum High Tension 500CJ;Polyfoam Softshell Case;"3.7"" (Upper Bout), 3.8"" (Lower Bout)";No Cutaway;Indian Rosewood;"16""";;"39""";;"11.4"" (Upper Bout), 14.6"" (Lower Bout)";;;;;;;;;;;;;;;;;;;;;;;
108;1,299.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;;Gloss Polyurethane;Solid European Spruce;Solid Indian Rosewood;Fan Bracing;African Mahogany;;Ebony;19;"25.6""";Cordoba Premium Gold tuners;Indian Rosewood;Bone;"2.04""";Savarez Cristal Corum High Tension 500CJ;Polyfoam Softshell Case;"3.7""-3.9""";No Cutaway;Indian Rosewood;;Mother of Pearl Side Position Markers;"39""";;"14.75""";;;;;;;;;;;;;;;;;;;;;;;
109;1,349.99;Journey Instruments;Nylon;6;Travel;Right-handed;Black;Satin;Carbon Fiber;Carbon Fiber;;Carbon Fiber;Low Profile Classical;Carbon Fiber;17, Jumbo;"25.5""";Antique Brass with Brass buttons;Carbon Fiber;Bone/Bone;"1.875""";Savarez 520;Travel Backpack Bag;;;;;;;;;JourneyTek Underbridge Passive Piezo;;;;;;;;;;;;;;;;;;;;;;
110;1,399.00;Godin;Nylon;6;ACS-SA Slim;Right-handed;Natural;Acrylic Lacquer;Cedar;Silverleaf maple;;Mahogany;;Richlite;22;"25.5""";;;Tusq nut;"1.715""";Pro Arte Classical Hard Tension, (.028-.044);Gig Bag;;Single Cutaway;;"16""";Mini dots;;;;RMC electronics with 13-pin output;;;;;;;;;;;;;;;;;;;;;;
111;1,399.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;Natural;;Solid Spruce;Black and White Ebony;Torres style bracing;Spanish Cedar;Traditional Classical Neck;Ebony;19;"25.59""";Gold plated tuners;;Bone/Bone;"2.04""";Savarez;Hardshell case HumiCase Protege;"3.7""";;;;;;;"11.06"" Upper Bout, 14.56"" Lower Bout";;;;;;;;;;;;;;;;;;;;;;;
112;1,449.99;Takamine;Nylon;6;FXC;Right-handed;Natural;Satin;Solid Cedar;Solid sapele back, Laminated sapele sides;X Scalloped;Mahognay;;Rosewood;21;"25.563""";Gold with amber buttons;Rosewood;Bone;"1.870""";;Hardshell Case;;Single Cutaway;Ivory;;Dots;;;;CT4B II;;;;;;;;;;;;;;;;;;;;;;
113;1,549.99;Takamine;Nylon;6;Thinline;Right-handed;Natural;Satin;Solid Cedar;Sapele;Classical;Mahogany;Slender C;Rosewood;21;"25.5""";Gotoh Gold;Rosewood;Bone/Bone;"1.85""";D'Addario Pro Arte Normal Tension;Softshell Case;;;;"12""";Hollow Dots;;;;CT-3N;;;;;;;;;;;;;;;;;;;;;;
114;1,549.99;Takamine;Nylon;6;Classical;Right-handed;;Gloss Natural;Solid Cedar;Solid Rosewood (back), Laminate Rosewood (sides);Traditional Fan;Mahogany;;Rosewood;18;"25.59""";Gold Classical;Rosewood;Bone;"2.008""";;Hardshell Case;;Single Cutaway;;;;;;;CTP-3 Cool Tube 12AU7 preamp system with 3-band EQ;;;;;;;;;;;;;;;;;;;;;;
115;1,579.00;Godin;;6;ACS Grand Concert;Right-handed;Black;;;;;;;Richlite;19;"25.66""";;;;"2""";D'Addario Nylonn;;;;;"24""";;;;;;;Solid Cedar;;Mahogany;Classical;GraphTech Tusq;Semi-hollowbody;Canadian Laurentian Basswood;Gloss;Richlite;Custom RMC Electronics with 13-pin connector;Gig Bag;;;;;;;;;;
116;1,629.00;Godin;Nylon;6;ACS Extreme;Right-handed;Natural;High Gloss;Figured Koa veneer;Silver Leaf Maple/Canadian Laurentian Basswood;;Mahogany;D;Richlite;22;"25.5""";Open Gear Classical;Richlite;Graph Tech Tusq;"1.9""";;;;;;"16""";Offset Pearloid Dots;;;;Custom RMC Preamp with 13-pin output;;;;;;;;;;;;;;;;;;;;;;
117;1,670.00;Cordoba;Nylon;6;Spanish Flamenco;Right-handed;Natural;Gloss Polyurethane;Western Red Cedar;Laminate Cocobolo;Fan;Spanish Cedar;C profile;Ebony;19;"25.5""";Cordoba Premium Gold with Black Buttons;Indian Rosewood;Bone/Bone;"2.04""";Savarez Cristal Corum High Tension 500CJ;Hardshell Case;"4"" lower, 3.75"" upper";;Indian Rosewood;;;;"19""";"14.5"" lower bout, 10.87"" upper bout";;;;;;;;;;;;;;;;;;;;;;;
118;1,689.00;Cordoba;Nylon;6;Spanish Flamenco;Right-handed;;High Gloss;Solid European Spruce;Ziricote;Spanish Fan;Spanish Cedar;;Ebony;19;"25.6""";Cordoba Premium Gold tuners;Indian Rosewood;Bone;"1.96""";Savarez Cristal Corum in High Tension;HumiCase Protege hardshell;"2.7"" lower, 2.5"" upper";Single Cutaway;Indian Rosewood;;;"38.25""";;"14.5"" lower bout, 10.7"" upper bout";Fishman Prefix Pro Blend with 3-band EQ;;;;;;;;;;;;;;;;;;;;;;
119;1,779.99;Yamaha;Nylon;6;Classical;Right-handed;Natural;Polyester Gloss;Solid American Cedar;Solid Rosewood;;African Mahogany;;Ebony;18;"25.6""";YTM-81;Rosewood;Bone/Bone;"2""";Yamaha, S10;Softshell Case;"3.7""-3.9""";;Rosewood;Flat;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;1,799.00;Godin;Nylon;6;MultiAc Concert;Right-handed;;Gloss;Cedar;Mahogany;;Mahogany;;Richlite;19;"25.59""";;;Tusq nut;"2""";D'Addario Pro Arte hard tension nylon;Gig Bag;;Single Cutaway;;;;;;;RMC Polydrive Electronics;;;;;;;;;;;;;;;;;;;;;;
121;1,799.00;Godin;Nylon;6;MultiAc;Right-handed;Natural;Acrylic Lacquer;Spruce;Mahogany;;Mahogany;;Richlite;22;"25.5""";;;Tusq nut;"1.875""";D'Addario Pro Arte hard tension nylon;Gig Bag;;Single Cutaway;;"16""";Mini dots;;;;RMC electronics with 13-pin out;;;;;;;;;;;;;;;;;;;;;;
122;1,799.00;Godin;Steel;6;Grand Concert;Right-handed;Natural;High Gloss;Solid Cedar;Mahogany;;Mahogany;D;Richlite;19;"25.6""";Open Gear, 16:1 ratio;Richlite;Graph Tech NuBone;"2""";Godin Nylon, .028-.044;Gig Bag;;;;"24""";Plastic Dots;;;;LR Baggs;;;;;;;;;;;;;;;;;;;;;;
123;1,889.99;Yamaha;Nylon;6;Yamaha CG;Right-handed;Natural;Satin;Solid European Spruce;Walnut;;African Mahogany;;Ebony;19;"25.5""";Gold with Black Shaft;Ebony/Walnut;Bone/Bone;"2.0""";Yamaha S10 Medium;Gig Bag;;;Black/White;Flat;;;;;Atmosfeel Electronics;;;;;;;;;;;;;;;;;;;;;;
124;1,889.99;Yamaha;Nylon;6;APX Classical;Right-handed;Natural;Gloss;Solid European Spruce;Solid Walnut;NX Bracing;African Mahogany;Modern;Ebony;22;"25.5""";Gold with Black Shafts;Ebony/Walnut;Bone/Bone;"1.889""";Yamaha S10 Mediums;Softshell Case;;;Mahogany/Black/White;"23.625""";;;;;Atmosfeel Pickup/Preamp;;;;;;;;;;;;;;;;;;;;;;
125;1,899.00;Cordoba;Nylon;6;Lightweight Spanish Flamenco;Right-handed;;Gloss Polyurethane;Solid European Spruce;Solid Indian Rosewood;Fan Bracing;Mahogany;;Ebony;19;"25.6""";Cordoba Premium Gold Tuners;Indian Rosewood;Bone;"1.96""";Savarez Cristal Corum in High Tension 500CJ;Humidified Archtop Hardshell case;"3.5""";Single Cutaway;Indian Rosewood;;;;;"14.6""";Fishman Prefix ProBlend system;;;;;;;;;;;;;;;;;;;;;;
126;1,949.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;;High Gloss Polyurethane;Solid Canadian Cedar;Indian Rosewood;Fan Bracing;Spanish Cedar;;Ebony;19;"25.6""";Cordoba Premium Gold tuners;Indian Rosewood;Bone;"2""";Savarez Cristal Corum in High Tension 500CJ;HumiCase Protege hardshell;"3.8"" lower, 3.7"" upper";No Cutaway;Indian Rosewood;;;"39""";;"14.5"" lower bout, 10.9"" upper bout";;;;;;;;;;;;;;;;;;;;;;;
128;1,999.00;Taylor;Nylon;6;Grand Concert;Right-handed;Natural;;Sitka Spruce;Sapele;Nylon bracing;Mahogany;;Ebony;17;"25.5""";Slotted head open gear;Ebony;Tusq/Tusq;"1.875""";;Hardshell Case;"4.37""";Single Cutaway;;"20""";Italian acrylic diamonds;;"19.5""";"15""";ES-N;;;;;;;;;;;;;;;;;;;;;;
129;1,999.00;Taylor;Nylon;6;Grand Auditorium;Right-handed;Natural;Gloss;Sitka Spruce;Sapele;Performance;Tropical Mahogany;;Ebony;20;"25.5""";Chrome-plated Taylor Tuners;Ebony;Tusq/Micarta;"1.875""";D'Addario Nylon Extra Hard Tension;Hardshell;"4.625""";Venetian Cutaway;Black Fiber;"20""";Italian Acrylic Small Diamonds;"41""";"20""";"16""";ES-N;;;;;;;;;;;;;;;;;;;;;;
130;1,999.00;Martin;Nylon;6;0;Right-handed;Natural;Satin;Sitka Spruce;Mahogany;A-Frame X-bracing;Select Hardwood;Low Profile;Ebony;20;"26.44""";Gold Side Mount;Ebony;White Tusq/Bone;"1.875""";Magnifico Classical Synthetic/Silver plated, .026-.043;Softshell Case;;;Brown Tortoise;"18""";;;;;Fishman Matrix VT Enhance NT1;;;;;;;;;;;;;;;;;;;;;;
131;2,049.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;;Gloss Polyurethane;Solid European spruce;Solid Indian Rosewood with Flame Maple Center Wedge;Lattice Bracing;Mahogany;Traditional;Ebony;19;"25.6""";Cordoba Premium Gold tuners;Indian Rosewood;Bone;"2.04""";Savarez Cristal Corum High Tension 500CJ;Humidified Archtop Hardshell case;"3.7""-3.8""";No Cutaway;Maple;;Mother of Pearl Side Position Markers;"39""";;"14.6""";;;;;;;;;;;;;;;;;;;;;;;
132;2,049.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;;Gloss Polyurethane;Solid Canadian Cedar;Solid Indian Rosewood with Flame Maple Center Wedge;Lattice Bracing;Mahogany;Traditional;Ebony;19;"25.6""";Cordoba Premium Gold tuners;Indian Rosewood;Bone;"2.04""";Savarez Cristal Corum High Tension 500CJ;Humidified Archtop Hardshell case;"3.7""-3.8""";No Cutaway;Maple;;Mother of Pearl Side Position Markers;"39""";;"14.6""";;;;;;;;;;;;;;;;;;;;;;;
133;2,199.00;Cordoba;Nylon;6;Thinline Flamenco;Right-handed;;High Gloss Polyurethane;Solid German Spruce;Solid Spanish Cypress;Flamenco-style;Spanish Cedar;;Ebony;19;"25.6""";Cordoba Premium Gold tuners;Indian Rosewood;Bone;"1.968""";Savarez Cristal Corum in High Tension 500CJ;HumiCase Protege hardshell;"2.7"" lower, 2.5"" upper";Single Cutaway;Indian Rosewood;;;"38.75""";;"14.5"" lower bout, 10.7"" upper bout";Fishman Prefix Problend System;;;;;;;;;;;;;;;;;;;;;;
134;2,299.00;Takamine;Nylon;6;Classical;Right-handed;Natural;Gloss;Solid Spruce;Solid Rosewood;;Mahogany;;Ebony;19;"25.5""";Open Gear;Ebony;;"2.0""";D'Addario Pro Arte;Hardshell Case;;;;;;;;;CTP-3 preamp with tuner;;;;;;;;;;;;;;;;;;;;;;
